image,velocity,angular_velocity,x,y
416.png,0.0,0.1,-6.468719326690855,-7.295864048473625
417.png,0.0,0.1,-6.468993690583294,-7.295731594082501
418.png,0.0,0.1,-6.46918270197041,-7.295644118456292
419.png,0.0,0.1,-6.4694219510904665,-7.295535794368241
420.png,0.0,0.1,-6.4695936410079335,-7.29546057386218
421.png,0.0,0.1,-6.469627646945218,-7.2954460131815795
422.png,0.0,0.1,-6.469971580420698,-7.29530095959774
423.png,0.0,0.1,-6.470254498960589,-7.295184166926449
424.png,0.0,0.1,-6.470503076206449,-7.295086756123248
425.png,0.0,0.1,-6.470688436963603,-7.294992633216438
426.png,0.0,0.1,-6.470688294479166,-7.294982630000146
427.png,0.0,0.1,-6.470681705555251,-7.294981540532173
428.png,0.0,0.1,-6.470473418705736,-7.295022975758098
429.png,0.0,0.1,-6.470243962777066,-7.29512032337786
430.png,0.0,0.1,-6.470235571520283,-7.295129801742171
431.png,0.0,0.1,-6.470235571520283,-7.295129801742171
432.png,0.0,0.1,-6.470678861673882,-7.295011493605996
433.png,0.0,0.1,-6.470708268081715,-7.2950089961513065
434.png,0.0,0.1,-6.470692151953213,-7.2949996842429305
435.png,0.0,0.1,-6.4704823551723845,-7.295019599619451
436.png,0.0,0.1,-6.470251918809291,-7.29507089396148
437.png,0.0,0.0,-5.240088645202138,-7.298730111753106
438.png,0.0,0.0,-5.240088645202138,-7.298730111753106
439.png,0.0,0.1,-5.240089034538452,-7.298729676147392
440.png,0.0,0.1,-5.240209908416857,-7.298606453035705
441.png,0.0,0.1,-5.240239882482171,-7.298576990810677
442.png,0.0,0.1,-5.240441207355568,-7.298389451236328
443.png,0.0,0.1,-5.240537068665429,-7.298306209343222
444.png,0.0,0.1,-5.240652596274893,-7.298210506587687
445.png,0.0,0.1,-5.240771478250493,-7.2981169832508765
446.png,0.0,0.1,-5.240876791949256,-7.2980379324113045
447.png,0.0,0.1,-5.240966892932643,-7.297973077749943
448.png,0.0,0.1,-5.241115538743151,-7.297871061225475
449.png,0.0,0.1,-5.241115538743151,-7.297871061225475
450.png,0.0,0.1,-5.24136932456613,-7.29770973115043
451.png,0.0,0.1,-5.24136932456613,-7.29770973115043
452.png,0.0,0.1,-5.241618953547053,-7.297565132088138
453.png,0.0,0.1,-5.2417054384535815,-7.29751787421555
454.png,0.0,0.1,-5.241838539876812,-7.297447855375548
455.png,0.0,0.1,-5.241998694757363,-7.2973676816012585
456.png,0.0,0.1,-5.242021999355927,-7.297356394507782
457.png,0.0,0.1,-5.242335748731675,-7.297212228476148
458.png,0.0,0.1,-5.242513112801657,-7.297136972733406
459.png,0.0,0.1,-5.242513112801657,-7.297136972733406
460.png,0.0,0.1,-5.242914079771947,-7.296981802455327
461.png,0.0,0.1,-5.242914079771947,-7.296981802455327
462.png,0.0,0.1,-5.24331443112649,-7.296845528361066
463.png,0.0,0.1,-5.24352443724695,-7.296780662357083
464.png,0.0,0.1,-5.24371007062405,-7.296726991102863
465.png,0.0,0.1,-5.243932161543495,-7.296666979116074
466.png,0.0,0.1,-5.244128008423945,-7.296617699707355
467.png,0.0,0.1,-5.244194050521734,-7.296601838027584
468.png,0.0,0.1,-5.244227473006394,-7.296593967450608
469.png,0.0,0.1,-5.244780679295138,-7.2964768880080815
470.png,0.0,0.1,-5.244995506076128,-7.296437947008996
471.png,0.0,0.1,-5.244995506076128,-7.296437947008996
472.png,0.0,0.1,-5.245142873903849,-7.296413069636191
473.png,0.0,0.0,-5.251790439388113,-7.295572378046624
474.png,0.0,-0.1,-5.251541805063982,-7.295208959612263
475.png,0.0,-0.1,-5.251494328973892,-7.295140793665923
476.png,0.0,-0.1,-5.2512861278836,-7.294801471802904
477.png,0.0,-0.1,-5.2512861278836,-7.294801471802904
478.png,0.0,-0.1,-5.25128973318518,-7.29480071132811
479.png,0.0,-0.1,-5.251714293025453,-7.295240821952407
480.png,0.0,-0.1,-5.251751628632256,-7.295318040821877
481.png,0.0,-0.1,-5.251752134957523,-7.295330693986938
482.png,0.0,-0.1,-5.251754943001973,-7.295339478334424
483.png,0.0,-0.1,-5.25175988793947,-7.295346154489898
484.png,0.0,-0.1,-5.251765129740476,-7.295352289810193
485.png,0.0,-0.1,-5.251765129740476,-7.295352289810193
486.png,0.0,-0.1,-5.251807767490221,-7.2952556768578845
487.png,0.0,-0.1,-5.251762063336069,-7.295237820608732
488.png,0.0,-0.1,-5.251579221970548,-7.295100995926742
489.png,0.0,-0.1,-5.251428676001994,-7.295024155297667
490.png,0.0,-0.1,-5.251428676001994,-7.295024155297667
491.png,0.0,-0.1,-5.251071155346798,-7.294798362288911
492.png,0.0,-0.1,-5.2506822699536215,-7.2945558248754265
493.png,0.0,-0.1,-5.2504502567109546,-7.294412327790287
494.png,0.0,-0.1,-5.250225628303493,-7.294278487036919
495.png,0.0,-0.1,-5.249956792875496,-7.29412605164228
496.png,0.0,-0.1,-5.24969711413588,-7.293981482867882
497.png,0.0,-0.1,-5.24969711413588,-7.293981482867882
498.png,0.0,-0.1,-5.2492492708497025,-7.293744399944862
499.png,0.0,-0.1,-5.249212448110489,-7.293725320635269
500.png,0.0,-0.1,-5.248769026202409,-7.293503521331097
501.png,0.0,-0.1,-5.2484740603211835,-7.293362517678563
502.png,0.0,-0.1,-5.24825215956359,-7.293259587006159
503.png,0.0,-0.1,-5.247992767240497,-7.293142639937062
504.png,0.0,-0.1,-5.247769505664102,-7.293044890707321
505.png,0.0,-0.1,-5.24754498334379,-7.292949285942786
506.png,0.0,-0.1,-5.247281305475938,-7.292840150646307
507.png,0.0,-0.1,-5.247015002462591,-7.292733938813796
508.png,0.0,-0.1,-5.247015002462591,-7.292733938813796
509.png,0.0,-0.1,-5.246590874609841,-7.292570924399653
510.png,0.0,-0.1,-5.246590874609841,-7.292570924399653
511.png,0.0,-0.1,-5.246077763584431,-7.29238529963771
512.png,0.0,-0.1,-5.245795433032984,-7.292287714577005
513.png,0.0,-0.1,-5.2456318025143736,-7.292233028328569
514.png,0.0,-0.1,-5.2455493022355455,-7.292205989367548
515.png,0.0,-0.1,-5.245507971353515,-7.292192261956792
516.png,0.0,-0.1,-5.244566446703331,-7.291903393419442
517.png,0.0,-0.1,-5.2442981887668845,-7.29182703314916
518.png,0.0,-0.1,-5.244252901857351,-7.2918145137685295
519.png,0.0,-0.1,-5.2436970659131985,-7.291666028002687
520.png,0.0,-0.1,-5.243409666614751,-7.291593887243639
521.png,0.0,-0.1,-5.243065692922262,-7.291511185371502
522.png,0.0,-0.1,-5.242762896595917,-7.291442307619039
523.png,0.0,0.1,-3.6415397207112106,-7.297915646558155
524.png,0.0,0.1,-3.6417410964527606,-7.29781127374839
525.png,0.0,0.1,-3.641764007480405,-7.297799830972286
526.png,0.0,0.1,-3.641810188769457,-7.2977771064422345
527.png,0.0,0.1,-3.6420739332245837,-7.297653535615755
528.png,0.0,0.1,-3.6420985381185127,-7.297642536734776
529.png,0.0,0.1,-3.6425675004034512,-7.29744877025007
530.png,0.0,0.1,-3.6425675004034512,-7.29744877025007
531.png,0.0,0.1,-3.64290464210398,-7.297326159362934
532.png,0.0,0.1,-3.6429337027311894,-7.297316201786093
533.png,0.0,0.1,-3.643323230511675,-7.2971911489812005
534.png,0.0,0.1,-3.643354199949177,-7.297181860382875
535.png,0.0,0.1,-3.643770340625324,-7.297065965316624
536.png,0.0,0.1,-3.643836317967688,-7.29704902179972
537.png,0.0,0.1,-3.6438696057880895,-7.297040638140173
538.png,0.0,0.1,-3.6442802034900743,-7.296945011620282
539.png,0.0,0.1,-3.644637227825365,-7.29687289597944
540.png,0.0,0.1,-3.64489461958006,-7.296827067961355
541.png,0.0,0.1,-3.6452732723529464,-7.296768579050235
542.png,0.0,0.1,-3.6455846735187225,-7.2967281854102675
543.png,0.0,0.1,-3.6458238506139975,-7.2967018308214735
544.png,0.0,0.1,-3.6461058208038573,-7.29667571190967
545.png,0.0,0.1,-3.646352704325992,-7.29665691257901
546.png,0.0,-0.1,-3.7194987635836987,-7.29744139883878
547.png,0.0,-0.1,-3.7193558360503776,-7.297310894112963
548.png,0.0,-0.1,-3.7193558360503776,-7.297310894112963
549.png,0.0,-0.1,-3.7191583028522572,-7.297143804993415
550.png,0.0,-0.1,-3.719124601475914,-7.297116773172161
551.png,0.0,-0.1,-3.7190906683553795,-7.297089896173564
552.png,0.0,-0.1,-3.718772611290995,-7.296855935006257
553.png,0.0,-0.1,-3.7186614630044077,-7.29678098163459
554.png,0.0,-0.1,-3.7185474131824674,-7.296707527369763
555.png,0.0,-0.1,-3.7185085661646546,-7.296683179169239
556.png,0.0,-0.1,-3.7185085661646546,-7.296683179169239
557.png,0.0,-0.1,-3.7181656468272117,-7.296482923629224
558.png,0.0,-0.1,-3.7180162320857395,-7.296403190099859
559.png,0.0,-0.1,-3.717793992700923,-7.29629166074901
560.png,0.0,-0.1,-3.7175850568243374,-7.296194150372028
561.png,0.0,-0.1,-3.717291989050513,-7.296068073492615
562.png,0.0,-0.1,-3.7170612200492714,-7.295976838518565
563.png,0.0,-0.1,-3.7169019778643206,-7.295917734711076
564.png,0.0,-0.1,-3.7169019778643206,-7.295917734711076
565.png,0.0,-0.1,-3.716540400530757,-7.295794016139952
566.png,0.0,-0.1,-3.716511576170574,-7.295784753082364
567.png,0.0,-0.1,-3.7164531347614207,-7.295766224552985
568.png,0.0,-0.1,-3.715968685864549,-7.29562512280554
569.png,0.0,-0.1,-3.7159060470137186,-7.2956084763989
570.png,0.0,-0.1,-3.7155148789591057,-7.295512296594487
571.png,0.0,-0.1,-3.715311943462371,-7.295467351143981
572.png,0.0,-0.1,-3.7151022188449723,-7.295424379743776
573.png,0.0,-0.1,-3.7148888608882973,-7.295384173858419
574.png,0.0,-0.1,-3.7148523658229338,-7.295377641215635
575.png,0.0,-0.1,-3.714406354606511,-7.295305689343061
576.png,0.0,-0.1,-3.714137193304602,-7.2952692640178185
577.png,0.0,-0.1,-3.7138195135334326,-7.295232768955145
578.png,0.0,-0.1,-3.713779748715203,-7.295228694170098
579.png,0.0,-0.1,-3.713247295186879,-7.295184128707953
